Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_container.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_stack.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_landfill.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_count_far.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,adjust_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,foul_count.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,total_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,auto_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,teleop_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level6.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level5.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level4.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level3.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level2.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,container_count_level1.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,tote_count_near.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,litter_count_unprocessed.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red,Red(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue, ,92,49,1,0,49
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level6.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,foul_count.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,robot_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_set.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,total_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_container.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,auto_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,teleop_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_unprocessed.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,adjust_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,foul_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level4.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_count_far.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level3.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_stack.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level2.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level5.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level1.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_landfill.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_count_near.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,foul_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,robot_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_container.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_stack.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_landfill.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_count_far.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,adjust_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,foul_count.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_set.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,total_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,auto_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,teleop_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level6.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level5.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level4.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level3.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level2.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,container_count_level1.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,tote_count_near.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,litter_count_unprocessed.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue,Blue(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event, ,92,37,1,3,37
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,short_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_district.set(int?) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,venue_address.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,webcast.set(Events.Webcast[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_district_string.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,facebook_eid.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,alliances.set(Events.Alliance[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_code.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_type_string.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,end_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,official.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,start_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,alliances.get() : Events.Alliance[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,start_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,webcast.get() : Events.Webcast[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_type_string.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_district.get() : int?,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_code.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,venue_address.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,event_district_string.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,facebook_eid.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,short_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,end_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,official.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Event,Event(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event, ,92,37,1,3,37
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,short_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_district.set(int?) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,venue_address.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,webcast.set(TeamHistoryEvents.Webcast[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_district_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,facebook_eid.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,alliances.set(TeamHistoryEvents.Alliance[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_code.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_type_string.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,end_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,official.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,start_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,alliances.get() : TeamHistoryEvents.Alliance[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,start_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,webcast.get() : TeamHistoryEvents.Webcast[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_type_string.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_district.get() : int?,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_code.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,venue_address.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,event_district_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,facebook_eid.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,short_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,end_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,official.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Event,Event(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event, ,92,37,1,2,37
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,short_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_district.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,venue_address.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,webcast.set(TeamEvents.Webcast[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_district_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,facebook_eid.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,alliances.set(TeamEvents.Alliance[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_code.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_type_string.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,end_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,official.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,start_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,alliances.get() : TeamEvents.Alliance[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,start_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,webcast.get() : TeamEvents.Webcast[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_type_string.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_district.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_code.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,venue_address.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,event_district_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,facebook_eid.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,short_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,end_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,official.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Event,Event(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation, ,92,37,1,2,37
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,short_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_district.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,venue_address.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,webcast.set(Event.Webcast[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_district_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,facebook_eid.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,alliances.set(Event.Alliance[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_code.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_type_string.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,end_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,official.set(bool) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,start_date.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,alliances.get() : Event.Alliance[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,start_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,webcast.get() : Event.Webcast[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_type_string.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_district.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_code.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,venue_address.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,event_district_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,facebook_eid.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,short_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,end_date.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,official.get() : bool,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.EventInformation,EventInformation(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award, ,93,11,1,1,11
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,award_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,name.set(string) : void,95,1,,0,1
